,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Timing,,Project Information,,,,,,,,,,,Property Information,,,,,,,Broker Guidence,,,Description,Actual Price,,
10,2025/03/04,IM,Bavne Ager,Kristina Alderin,OK Fonden,,Denmark,Various,Yes,Bavne Ager,"3,250",,Public Use,"3,294","1,784","5,037,736","1,529",-,-,4.26%,"118,300,000","35,914","Project Bavne Ager consists of 42 senior rental apartments designed under the ""Boliger for Livet"" concept, ensuring access to nearby care facilities. The development is located in Gilleleje. The project is being delivered as a turnkey investment.",-,-,-,
10,2025/03/05,Lead,LSS,Kristina Alderin,,,Sweden,Various,Yes,,,,Public Use,"12,500",-,-,-,10,-,-,-,-,An LSS opportunity with 20 properties primarily located in southern/central Sweden. Most of the properties are built after 2020. Mainly Humana and Nytida as tenants.,-,-,-,
9,2025/02/28,Lead,Skjøde Pipeline,Kristina Alderin,Skjøde,,Denmark,Various,Yes,,,,Residential,"31,011",-,-,-,-,-,-,"214,500,000","6,917",A project in Aarslev consisting of 68 SFR units. Expected completion in October 2026.,-,-,-,
10,2025/03/07,Teaser,Project Grace 3,Annika Fridolf,NCAP/Mitsubishi,JLL,Sweden,Stockholm,No,Sveavägen 34,111 34,,Office,"7,008",-,-,-,9,100.00%,-,-,-,"Project Grace is a fully leased office property situated in central Stockholm, at the intersection of Kungsgatan and Sveavägen. The property's flagship tenant is Sweden’s leading co-working operator, IOffice.",-,-,-,
11,2025/03/10,Teaser,Project Green Oak,Filip Gustavsson,Trianon,Reagle,Sweden,Various,Yes,Bjursätragatan 8 & 52 A-B,124 62,"Vallhunden 8, Mjölkboden 4, Bäverungen 5",Residential,"3,911",-,"6,939,204","1,774",-,100.00%,-,-,-,"Project Green Oak is a residential development opportunity in the district of Rågsved, approximately 13 km from central Stockholm. The portfolio consists of three properties. Estimated building rights for further development is estimated to encompass 6,691 sqm.",-,-,-,
10,2025/03/08,IM,Helseholmen 1,Anthony Romano,Square Meter,,Denmark,Hvidovre,No,Helseholmen 1,"2,650",,Logistics,"10,500",-,-,-,-,-,-,"37,800,000","3,600","Helseholmen 1 is a development opportunity in Avedøre Holme. The land plot spans 15,000 sqm with an assumed 70% density ratio, supporting a mixed-use development of logistics and office space. Holding period is assumed to be four years, with a deal start in July 2025. The expected return is 1.7x MOIC and 24% levered IRR.",-,-,-,
11,2025/03/13,IM,Markan 6,Josefin Bergholtz,Heba Fastighets AB,Catella,Sweden,Täby,No,Flygvilleslingan 10-22,183 60,Markan 6,Residential,"2,848","2,327","5,023,150","1,764",-,100.00%,-,-,-,"Markan 6 is a residential property located in Hägernäs, Täby, consisting of four buildings with a total of 52 apartments. The property was built in 2010 and has a site area of 12,658 sqm. ",-,-,-,
11,2025/03/14,IM,Petuniahaven,Anthony Romano,"Egetbo Invest ApS, Brudebakke Holding ApS",Colliers,Denmark,Aalborg,No,"	Petuniahaven 18, Nielsmindevej 54","9,210",Petuniaparken ApS	,Residential,"5,160","1,334","5,848,327","1,133",-,-,4.66%,"125,500,000","24,322","Petuniaparken is a newly developed residential project in Aalborg SØ, consisting of 48 single-story row houses and semi-detached houses. The project is divided into two phases, with the first phase expected to be completed by the end of 2025 and the second by late 2026. ",-,-,-,
11,2025/03/14,Teaser,Sundheden,Anthony Romano,TN Udvikling A/S,,Denmark,Aalborg,No,	Alfred Nobels Vej,"9,220",,Residential,"29,600",-,-,-,-,-,-,-,-,"Sundheden is a development project in Aalborg Ø, located next to the upcoming University Hospital and Aalborg University. The project consists of 14,100 sqm of residential properties, and 15,500 sqm of commercial spaces. ",-,-,-,
11,2025/03/11,Teaser,Datacenter,Anthony Romano,RCON A/S,HOF Development,Denmark,Aalborg,No,Loftbrovej,,,Data center,"211,345",-,-,-,-,-,-,-,-,"A large-scale development opportunity with zoning in progress and power infrastructure upgrades planned. The site benefits from proximity to a 150kV substation. Currently, the zoning process is ongoing with the local plan being prepared and expected to be finalised by 2025. Supply capacity up to 250 MW from Q2 2027. ",-,-,-,
12,2025/03/17,Teaser,Project Luna Växjö,David Hävermark,Walter Fastigheter,Nordanö,Sweden,Växjö,No,,,"Legenden 1, Badhuset 1",Hotel,"12,860","1,300",-,-,10,100.00%,-,-,-,Fully leased hotel and concert hall. Elite Hotels and Växjö Municipality are the long-term anchor tenants with fixed CPI-linked rents.,-,-,-,
12,2025/03/17,Teaser,Project Luna Karlstad,David Hävermark,Nordika Fastigheter,Nordanö,Sweden,Karlstad,No,,,Hyttan 12 & 16,Public Use,"19,400","2,100",-,-,9,100.00%,-,-,-,"Cultural, congress, and conference facility in Karlstad. Fully leased to publicly backed tenants, including Karlstad Municipality and the Swedish Consumer Agency. Development potential, including 9,500 sqm of  building rights.",-,-,-,
12,2025/03/18,Teaser,Skanska projects,Josefin Bergholtz,Skanska,Cushman & Wakefield,Sweden,Various,Yes,Barkarby,,,Residential,"14,730",-,-,-,-,-,-,-,-,"Skanska’s portfolio consists of three residential projects in Stockholm, Göteborg, and Helsingborg. Possible to bid on the whole portfolio or in parts. ",-,-,-,
12,2025/03/18,Teaser,Tingberget,Josefin Bergholtz,,Cushman & Wakefield,Sweden,Kungsbacka,No,,,,Residential,"19,500",-,-,-,-,-,-,-,-,"Tingberget is a large-scale residential property located in Kungsbacka, with a walking distance to rail connections. The property consists of 295 apartments, and additional development rights for expansion.",-,-,-,
12,2025/03/18,IM,Englandsvej 384,Anthony Romano,Ejendommen Englandsvej 384 ApS,Colliers,Denmark,Tårnby,No,Englandsvej 38,"2,770","3cp, Løjtegård, Tårnby",Industrial,"1,119",906,"981,992",878,1,100.00%,5.61%,"17,500,000","15,639","The property consists of two buildings, constructed in 1969 and 2000, with mixed office, workshop, and showroom spaces. The current tenant, Quickpoint A/S, is responsible for operating expenses. ",-,-,-,
12,2025/03/19,IM,Project Hamlet 2,Anthony Romano,"Tristan Capital Partners, Aveca AB",Colliers,Denmark,Various,Yes,Baldersbuen 1-3,"2,640",Hedehusene I,Warehouse,"116,335",493,"44,201,204",380,4,94.42%,-,-,-,"Project Hamlet is a last-mile logistics portfolio in Denmark, featuring 12 assets across the Capital Region and Triangle Region. The portfolio has a strong tenant mix, high occupancy, and an ESG roadmap aimed at long-term sustainability improvements. ",-,-,-,
12,2025/03/20,IM,Project Kvarts,Simon Klinga,Å Tilder Fastighetsaktiebolag,Croisette,Sweden,Järfälla,No,Bruttovägen 8A,175 43,Veddesta 5:13,Light industrial,"1,830","1,461","2,421,000","1,323",5,100.00%,-,-,-,"Project Kvarts is a fully let light-industrial property located in Veddesta, Järfälla, within Stockholm County. The property has a WAULT of 4.6 years and is leased to three tenants operating in metalwork, manufacturing, and industrial innovation.",-,-,-,
12,2025/03/20,Teaser,Project Runway,Mathias Vuorelma,,Cushman & Wakefield,Finland,Turku,No,,,,Logistics,"9,000",-,"900,000",100,4,100.00%,-,-,-,"The property is the only cargo terminal at Turku Airport, anchored by FedEx and DHL. It is situated in a strategic airside location with no comparable alternatives nearby. It underpins critical air freight operations in southwestern Finland.",-,-,-,
12,2025/03/21,Teaser,Timotejen 20,Josefin Bergholtz,Veraz Holding,Nordanö,Sweden,Stockholm,No,Tellusborgsvägen 67,126 29,Timotejen 20,Office,"9,200","2,609",-,-,3,90.00%,-,-,-,"Timotejen 20 is an office property in Telefonplan, Stockholm, originally built in 1913 and later transformed into office spaces. Stockholm city center ia a 15-min drive away. It is anchored by Stockholm Municipality, contributing 15% of rental income.",-,-,-,
12,2025/03/21,IM,Tingseken,Josefin Bergholtz,,Arctic Securities,Sweden,Botkyrka,No,,,Byamannen 2,Residential,"10,366","3,464","31,602,277","3,049",-,100.00%,-,-,-,"Byamannen 2 is a residential property in Botkyrka, south of Stockholm, consisting of six buildings with 246 apartments and 43 parking spaces. Completed in 2019/2020 by Titania. The property has received multiple awards for sustainability and residential development.",-,-,-,
13,2025/03/24,IM,Naverland 26 II,Anthony Romano,,Andersen Erhverv,Denmark,Glostrup,No,Naverland 26,"2,600","Herstedøster By, Herstedøster, 7az",Logistics,"3,272",606,"1,685,512",515,2,100.00%,6.74%,"25,000,000","7,641","Naverland 26 is a fully leased investment property in Glostrup, Denmark, situated on a 7,000 sqm plot with three buildings, two of which are occupied by the seller. The site includes a historical trichloroethylene contamination from the 1950s, with remediation costs covered by the regional environmental authorities.",-,-,-,
13,2025/03/24,IM,Project Sigvid,Filip Gustavsson,"Mava Fastigheter, Lars Andersson",Svefa,Sweden,Various,Yes,,,Dungen 6,Residential,"13,444","1,488","13,678,000","1,017",-,97.94%,-,-,-,"Project Sigvid consists of 10 residential properties located in Södra Sofielund, Malmö, with a total of 172 apartments and six commercial units. The properties are well-connected, situated near public transportation and within cycling distance of Triangeln station. The portfolio offers potential for value-add opportunities, including attic conversions and optimization of vacant spaces.",-,-,-,
12,2025/03/18,IM,Bostäder i Älmhult,Filip Gustavsson,J & S Fastigheter i Sverige AB,PwC,Sweden,Various,Yes,Vallgatan 15 A-G,343 34,"Sunnerbo 1, Sunnerbo 2, Gymnasten 6, Uttern 1",Residential,"4,373","1,298","3,597,000",823,-,-,-,-,-,"Consists of four residential properties in Älmhult. The properties are well-maintained, featuring modern heating systems and low vacancy rates.",-,-,-,
13,2025/03/24,IM,Project Proxima,Simon Klinga,Evolv Fastigheter Core Holding 3 AB,Croisette,Sweden,Various,Yes,Energivägen 13,196 37,Viby 19:107,Logistics,"13,126","1,453","18,200,000","1,387",6,100.00%,-,-,-,Two properties in prime logistics areas with easy access to major highways and transport nodes. They were completed in 2022. ,-,-,-,
13,2025/03/25,Teaser,Kilen 4,Josefin Bergholtz,,Catella,Sweden,Stockholm,No,Wallingatan 44,111 24,Kilen 4,Residential,"2,731","2,051",-,-,-,-,-,-,-,"Located at Norra Bantorget in central Stockholm, comprising 23 residential apartments and six commercial units. The property offers a total leasable area of 2,731 sqm, with a significant portion dedicated to residential use.",-,-,-,
13,2025/03/25,Teaser,Project Aura 2,Mathias Vuorelma,,Newsec Advisory Finland Oy,Finland,Various,Yes,Ruissalontie 17,"20,200",As Oy Turun Ruissalontie 17A & 17B,Residential,"3,669",-,"830,000",226,-,99.00%,-,-,-,"Residential investment opportunity located near Turku CBD, featuring two apartment buildings completed in 2023. The properties are equipped with sustainable features such as solar panels.",-,-,-,
13,2025/03/27,IM,SFR Vallentuna & Norrtälje,Erik Widmark,Obos,Preservia,Sweden,Various,Yes,,,,Residential,"18,190","2,388","38,738,263","2,130",-,-,5.52%,"701,395,694","38,559","Forward purchase deal presented to us by Preservia. Two SFR projects (to be developed and sold by Obos) with an expected completion in Q1 2027. The deal value of 38,559 SEK/sqm includes financing costs. ",-,-,-,
13,2025/03/26,Teaser,SLK Pipeline,Kristina Alderin,SLK,,Denmark,Various,Yes,,,,Residential,"30,180","1,260",-,-,-,-,-,"393,063,683","13,024",SLK Pipeline with 5 properties across Denmark. The properties consist mainly of townhouses and some apartments.,-,-,-,
13,2025/03/26,Teaser,SLK Portfolio,Kristina Alderin,SLK,,Denmark,Various,Yes,,,,Residential,"19,368","1,451",-,-,-,-,-,"527,378,662","27,229","The SLK Portfolio comprises six properties across Denmark, primarily consisting of townhouses. One of the properties is a residential care institution.",-,-,-,
13,2025/03/26,Teaser,Fællessted,Kristina Alderin,Löfte PD,,Denmark,Various,Yes,,,,Senior community,"42,375",-,"64,300,000","1,517",-,-,-,-,-,"A portfolio of five properties located across Denmark, focusing on senior communities and residential developments. The properties are positioned in Holbæk, Tisvilde / Vejby, Næstved / Fensmark, and Roskilde. The developments are designed to cater to the growing demand for senior housing, with a mix of senior communities and residential row houses.",-,-,-,
13,2025/03/28,Teaser,Soldaten 1,Filip Gustavsson,Maison Forte,Catella,Sweden,Västerås,No,Soldatgatan 1,723 45,Soldaten 1,Public Use,"4,078","2,392",-,-,15,100.00%,-,-,-,"Soldaten 1 is a school property under construction in Viksäng, Västerås, designed to accommodate 408 students from preschool to grade 6. The development includes facilities such as a sports hall, kitchen, dining area, and library, with completion expected in 2026. The property benefits from excellent transport links and is situated in a family-friendly area with anticipated demand for school placements.",-,-,-,
12,2025/03/20,IM,Missionsskolan,Kristina Alderin,"Ikano Bostad, HSB Bostad",Tango,Sweden,Lidingö,No,,,Lidingö Missionsskolan 1,Public Use,"6,752","2,466","10,205,000","1,511",-,91.10%,-,-,-,"Missionsskolan is located in Lidingö, Stockholm, established by the Swedish Missionary Society in 1908. The property includes educational facilities (4,386 sqm) and residential units (1,052 sqm).",-,-,-,
13,2025/03/28,Lead,PBSA Poland,Kristina Alderin,GrupoLar,Hargberg Cooper,Poland,Various,Yes,,,,PBSA,-,-,-,-,-,-,-,"150,000,000",-,"An opportunity to join GrupoLar's new PBSA investment platform as a strategic equity partner, aiming to deliver 4-5 PBSA assets totalling c. 2,000 beds. The platform's primary focus is Warsaw, targeting 3-4 assets, with the remaining assets planned for Krakow and/or Wroclaw. Portfolio underwritten on 5.85% exit yield. ",-,-,-,
14,2025/03/31,IM,Tingberget 2,Josefin Bergholtz,Aranäs AB,Cushman & Wakefield,Sweden,Various,Yes,Guldgubbegatan,,Korpen 8,Residential,"19,477","1,291","16,182,778",831,-,93.34%,-,-,-,"The Tingberget portfolio comprises four residential properties in Kungsbacka, with renovation potential. The properties are located 20-min from Gothenburg city centre.",-,-,-,
14,2025/03/31,Teaser,Project Alder,Filip Gustavsson,,Cushman & Wakefield,Sweden,Knivsta,No,,,Alsike,Residential,"13,100","2,824",-,-,-,-,-,-,-,"A residential project located in Alsike, Knivsta. The project includes 230 rental apartments, 450 sqm of commercial premises, and 159 parking spaces, with expected completion by 2027. The development is positioned near a new commuter train station.",-,-,-,
14,2025/03/31,Teaser,Project Arborist 2,Filip Gustavsson,,Cushman & Wakefield,Sweden,Various,Yes,"Esplanaden, Södra Malmgatan, Föreningsgatan, Folkegatan",,"Björken 2, Björken 11, Björken 12, Hasseln 12, Linet 12, Linet 13, Oliven 3 & 4, Poppeln, Poppeln 19",Residential,"14,875","1,190",-,-,-,95.00%,-,-,-,A residential portfolio located in Oxelösund. It consists of 192 apartments which are divided into nine properties. ,-,-,-,
14,2025/03/31,IM,Pederstrupvej 84,Anthony Romano,PFA,Cushman & Wakefield,Denmark,Ballerup,No,Pederstrupvej 84,"2,750",,Industrial,"9,081",770,"6,771,670",746,8,100.00%,-,-,-,"Pederstrupvej 84 is an industrial and office property located in the district of Ballerup Business Park. The property is fully leased to Struers ApS, a metallographic solutions company, under a 15-year lease agreement. ",-,-,-,
